date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:38:31	7463/7463	---M-Z	200	added ('OK')	application/javascript	etag:W/%221d27-hJb98uLXOSuhxc4mk9wq7Z3f2xs%22	https://cdn.jsdelivr.net/npm/vanilla-lazyload@19.1.3/dist/lazyload.min.js	E:/downloads/inclusiveminds/cdn.jsdelivr.net/npm/vanilla-lazyload@19.1.3/dist/lazyload.min.js	(from https://inclusiveminds.in/nf_2023.php)
07:39:51	158023/158023	---M--	200	added ('OK')	image/png	etag:%2214034fd-26947-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Sunil.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Sunil.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:15	144968/144968	---M--	200	added ('OK')	image/png	etag:%2214034f1-23648-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Prithvi.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Prithvi.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:19	129402/129402	---M--	200	added ('OK')	image/png	etag:%221403504-1f97a-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Vikram.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Vikram.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:35	159568/159568	---M--	200	added ('OK')	image/png	etag:%2214034ec-26f50-61cff844ad980%22	https://inclusiveminds.in/images/nfs/jehosh%20paul.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/jehosh%20paul.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:36	153334/153334	---M--	200	added ('OK')	image/png	etag:%2214034dd-256f6-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Aishwarya_0018_Layer-1.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Aishwarya_0018_Layer-1.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:41	144450/144450	---M--	200	added ('OK')	image/png	etag:%2214034f0-23442-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Prateek.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Prateek.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:44	135101/135101	---M--	200	added ('OK')	image/png	etag:%221403502-20fbd-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Thomas.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Thomas.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:51	136045/136045	---M--	200	added ('OK')	image/png	etag:%2214034e6-2136d-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Habib.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Habib.png	(from https://inclusiveminds.in/nf_2023.php)
07:40:57	134672/134672	---M--	200	added ('OK')	image/png	etag:%2214034e8-20e10-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Harshita.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Harshita.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:08	128850/128850	---M--	200	added ('OK')	image/png	etag:%221403500-1f752-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Tanuvi%20.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Tanuvi%20.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:09	148921/148921	---M--	200	added ('OK')	image/png	etag:%2214034f9-245b9-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Sanskriti.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Sanskriti.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:21	119423/119423	---M--	200	added ('OK')	image/png	etag:%2214034ed-1d27f-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Juned.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Juned.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:28	133099/133099	---M--	200	added ('OK')	image/png	etag:%2214034ea-207eb-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Hirak.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Hirak.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:43	145826/145826	---M--	200	added ('OK')	image/png	etag:%2214034ef-239a2-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Nisarg.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Nisarg.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:50	149164/149164	---M--	200	added ('OK')	image/png	etag:%2214034fe-246ac-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Suvidhi.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Suvidhi.png	(from https://inclusiveminds.in/nf_2023.php)
07:41:54	132031/132031	---M--	200	added ('OK')	image/png	etag:%2214034df-203bf-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Anandita.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Anandita.png	(from https://inclusiveminds.in/nf_2023.php)
07:42:12	129981/129981	---M--	200	added ('OK')	image/png	etag:%221403503-1fbbd-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Varun.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Varun.png	(from https://inclusiveminds.in/nf_2023.php)
07:42:35	126524/126524	---M--	200	added ('OK')	image/png	etag:%2214034f2-1ee3c-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Ritesh.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Ritesh.png	(from https://inclusiveminds.in/nf_2023.php)
07:42:36	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	E:/downloads/inclusiveminds/code.jquery.com/jquery-3.6.0.min.js	(from https://inclusiveminds.in/nf_2023.php)
07:42:56	134186/134186	---M--	200	added ('OK')	image/png	etag:%2214034fa-20c2a-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Shriya.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Shriya.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:09	125255/125255	---M--	200	added ('OK')	image/png	etag:%2214034e5-1e947-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Garima-Goel.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Garima-Goel.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:17	131600/131600	---M--	200	added ('OK')	image/png	etag:%2214034e0-20210-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Azeem.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Azeem.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:19	133078/133078	---M--	200	added ('OK')	image/png	etag:%2214034f7-207d6-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Samiksha.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Samiksha.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:27	172138/172138	---M--	200	added ('OK')	image/png	etag:%2214034ff-2a06a-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Swati.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Swati.png	(from https://inclusiveminds.in/nf_2023.php)
07:43:41	127869/127869	---M--	200	added ('OK')	image/png	etag:%2214034f4-1f37d-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Rochana%20B.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Rochana%20B.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:53	150242/150242	---M--	200	added ('OK')	image/png	etag:%2214034de-24ae2-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Akshay%20Bhagwat.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Akshay%20Bhagwat.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:55	151285/151285	---M--	200	added ('OK')	image/png	etag:%2214034f5-24ef5-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Rohit%20Kumar%20V.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Rohit%20Kumar%20V.png	(from https://inclusiveminds.in/nf_2024.php)
07:43:57	131518/131518	---M--	200	added ('OK')	image/png	etag:%2214034f6-201be-61cff844ad980%22	https://inclusiveminds.in/images/nfs/Rutwik%20Khasnis.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Rutwik%20Khasnis.png	(from https://inclusiveminds.in/nf_2024.php)
07:44:20	141162/141162	---M--	200	added ('OK')	image/png	etag:%2214034e1-2276a-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Chaitanya.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Chaitanya.png	(from https://inclusiveminds.in/nf_2024.php)
07:44:20	141586/141586	---M--	200	added ('OK')	image/png	etag:%2214034e7-22912-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Hargun.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Hargun.png	(from https://inclusiveminds.in/nf_2024.php)
07:44:30	140967/140967	---M--	200	added ('OK')	image/png	etag:%2214034fc-226a7-61cff842c5500%22	https://inclusiveminds.in/images/nfs/soumya.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/soumya.png	(from https://inclusiveminds.in/nf_2024.php)
07:44:36	126345/126345	---M--	200	added ('OK')	image/png	etag:%2214034fb-1ed89-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Siddharth.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Siddharth.png	(from https://inclusiveminds.in/nf_2024.php)
07:44:46	124415/124415	---M--	200	added ('OK')	image/png	etag:%22140023f-1e5ff-63bc155e00029%22	https://inclusiveminds.in/images/nfs/2025/Tushar%20Rajput.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Tushar%20Rajput.png	(from https://inclusiveminds.in/nf_2025.php)
07:44:51	115211/115211	---M--	200	added ('OK')	image/png	etag:%22140022d-1c20b-63bc145dd9de0%22	https://inclusiveminds.in/images/nfs/2025/RylaaSinghNavraj.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/RylaaSinghNavraj.png	(from https://inclusiveminds.in/nf_2025.php)
07:44:52	154935/154935	---M--	200	added ('OK')	image/png	etag:%2214034e3-25d37-61cff842c5500%22	https://inclusiveminds.in/images/nfs/Ekshika.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/Ekshika.png	(from https://inclusiveminds.in/nf_2024.php)
07:44:52	140353/140353	---M--	200	added ('OK')	image/png	etag:%221400231-22441-63bc148dfb824%22	https://inclusiveminds.in/images/nfs/2025/Jaya.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Jaya.png	(from https://inclusiveminds.in/nf_2025.php)
07:44:55	137596/137596	---M--	200	added ('OK')	image/png	etag:%221400242-2197c-63bc156b6ce04%22	https://inclusiveminds.in/images/nfs/2025/Vivan%20Mukherjee.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Vivan%20Mukherjee.png	(from https://inclusiveminds.in/nf_2025.php)
07:44:58	131466/131466	---M--	200	added ('OK')	image/png	etag:%221400237-2018a-63bc150f16fe0%22	https://inclusiveminds.in/images/nfs/2025/RimshaKhan.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/RimshaKhan.png	(from https://inclusiveminds.in/nf_2025.php)
07:45:04	131132/131132	---M--	200	added ('OK')	image/png	etag:%22140023b-2003c-63bc154a7f6f7%22	https://inclusiveminds.in/images/nfs/2025/ShubhamAiri.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/ShubhamAiri.png	(from https://inclusiveminds.in/nf_2025.php)
07:45:08	132465/132465	---M--	200	added ('OK')	image/png	etag:%221400236-20571-63bc1502dcc69%22	https://inclusiveminds.in/images/nfs/2025/PrachiBhuckal.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/PrachiBhuckal.png	(from https://inclusiveminds.in/nf_2025.php)
07:45:30	146382/146382	---M--	200	added ('OK')	image/png	etag:%221400241-23bce-63bc15646b9c9%22	https://inclusiveminds.in/images/nfs/2025/Abhishek%20Pisharody.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Abhishek%20Pisharody.png	(from https://inclusiveminds.in/nf_2025.php)
07:45:42	140340/140340	---M--	200	added ('OK')	image/png	etag:%221400239-22434-63bc154203fc9%22	https://inclusiveminds.in/images/nfs/2025/SHIVANGI_SINGH.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/SHIVANGI_SINGH.png	(from https://inclusiveminds.in/nf_2025.php)
07:45:44	114654/114654	---M--	200	added ('OK')	image/png	etag:%221400232-1bfde-63bc14a84d7ea%22	https://inclusiveminds.in/images/nfs/2025/Mansi%20Thakare_.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Mansi%20Thakare_.png	(from https://inclusiveminds.in/nf_2025.php)
07:46:23	154497/154497	---M--	200	added ('OK')	image/png	etag:%221400230-25b81-63bc1486b98bb%22	https://inclusiveminds.in/images/nfs/2025/FaizAshraf.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/FaizAshraf.png	(from https://inclusiveminds.in/nf_2025.php)
07:46:31	129291/129291	---M--	200	added ('OK')	image/png	etag:%221400233-1f90b-63bc14dcd563b%22	https://inclusiveminds.in/images/nfs/2025/Nishat%20Qasmi.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Nishat%20Qasmi.png	(from https://inclusiveminds.in/nf_2025.php)
07:46:57	155011/155011	---M--	200	added ('OK')	image/png	etag:%22140023d-25d83-63bc1558b8a72%22	https://inclusiveminds.in/images/nfs/2025/Talha_Malik.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Talha_Malik.png	(from https://inclusiveminds.in/nf_2025.php)
07:48:03	141110/141110	---M--	200	added ('OK')	image/png	etag:%22140024b-22736-63bc1578acd19%22	https://inclusiveminds.in/images/nfs/2025/Atul%20Ranjan.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/Atul%20Ranjan.png	(from https://inclusiveminds.in/nf_2025.php)
07:48:18	138656/138656	---M--	200	added ('OK')	image/png	etag:%221400246-21da0-63bc1572b56e6%22	https://inclusiveminds.in/images/nfs/2025/ZulfikarAhmed.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/ZulfikarAhmed.png	(from https://inclusiveminds.in/nf_2025.php)
07:48:53	144390/144390	---M--	200	added ('OK')	image/png	etag:%221400234-23406-63bc14e81d2ae%22	https://inclusiveminds.in/images/nfs/2025/ParulHarbansh.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/ParulHarbansh.png	(from https://inclusiveminds.in/nf_2025.php)
07:49:12	130678/130678	---M--	200	added ('OK')	image/png	etag:%22140022f-1fe76-63bc1478ac84d%22	https://inclusiveminds.in/images/nfs/2025/ANIMESH_NF0041.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/nfs/2025/ANIMESH_NF0041.png	(from https://inclusiveminds.in/nf_2025.php)
07:51:25	16750/16750	---M--	200	added ('OK')	image/svg+xml	etag:%221403730-416e-634aed80dc980%22	https://inclusiveminds.in/images/wise-logo.svg?v=1.1	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise-logof9e3.svg	(from https://inclusiveminds.in/wise.php)
07:51:26	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2010%20Mar%202026%2002:21:25%20GMT	https://inclusiveminds.in/wise/	E:/downloads/inclusiveminds/inclusiveminds.in/wise/index.html	(from https://inclusiveminds.in/wise.php)
07:51:29	177624/177624	---M--	200	added ('OK')	image/jpeg	etag:%2214039d9-2b5d8-634f8b9712e00%22	https://inclusiveminds.in/images/wise_bg.jpg?v=1.1.1	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise_bg3f71.jpg	(from https://inclusiveminds.in/wise.php)
07:51:41	347298/347298	---M--	200	added ('OK')	image/png	etag:%22140053f-54ca2-63c2587b5ab1d%22	https://inclusiveminds.in/images/wise/2025/Apoorva%20Singh.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Apoorva%20Singh.png	(from https://inclusiveminds.in/wise_2025.php)
07:51:51	330692/330692	---M--	200	added ('OK')	image/png	etag:%221400544-50bc4-63c2587c2229d%22	https://inclusiveminds.in/images/wise/2025/Kaushiki%20Ishwar.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Kaushiki%20Ishwar.png	(from https://inclusiveminds.in/wise_2025.php)
07:51:58	405363/405363	---M--	200	added ('OK')	image/png	etag:%221400545-62f73-63c2587ce2103%22	https://inclusiveminds.in/images/wise/2025/Lucy%20Grace%20Tang.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Lucy%20Grace%20Tang.png	(from https://inclusiveminds.in/wise_2025.php)
07:52:11	300235/300235	---M--	200	added ('OK')	image/png	etag:%22140054c-494cb-63c2587e27c19%22	https://inclusiveminds.in/images/wise/2025/Roshni%20Veronika%20Mallick.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Roshni%20Veronika%20Mallick.png	(from https://inclusiveminds.in/wise_2025.php)
07:52:19	347026/347026	---M--	200	added ('OK')	image/png	etag:%221400549-54b92-63c2587d18ff1%22	https://inclusiveminds.in/images/wise/2025/Prerana%20Tiwari.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Prerana%20Tiwari.png	(from https://inclusiveminds.in/wise_2025.php)
07:52:19	394226/394226	---M--	200	added ('OK')	image/png	etag:%22140054d-603f2-63c2587e3a8e3%22	https://inclusiveminds.in/images/wise/2025/Salony.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Salony.png	(from https://inclusiveminds.in/wise_2025.php)
07:52:44	335148/335148	---M--	200	added ('OK')	image/png	etag:%221400546-51d2c-63c2587ca96bc%22	https://inclusiveminds.in/images/wise/2025/Muskan%20Punia.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Muskan%20Punia.png	(from https://inclusiveminds.in/wise_2025.php)
07:53:14	367873/367873	---M--	200	added ('OK')	image/png	etag:%221400547-59d01-63c2587ce9a1c%22	https://inclusiveminds.in/images/wise/2025/Navneedhi%20Meena.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Navneedhi%20Meena.png	(from https://inclusiveminds.in/wise_2025.php)
07:53:30	381212/381212	---M--	200	added ('OK')	image/png	etag:%22140054b-5d11c-63c2587df2883%22	https://inclusiveminds.in/images/wise/2025/Rituparna%20Shekhar.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Rituparna%20Shekhar.png	(from https://inclusiveminds.in/wise_2025.php)
07:54:04	234919/234919	---M--	200	added ('OK')	image/png	etag:%221400543-395a7-63c2587b76488%22	https://inclusiveminds.in/images/wise/2025/harshita.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/harshita.png	(from https://inclusiveminds.in/wise_2025.php)
07:54:13	281032/281032	---M--	200	added ('OK')	image/png	etag:%22140054e-449c8-63c2587e5e720%22	https://inclusiveminds.in/images/wise/2025/Samyuktha%20Anuram.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Samyuktha%20Anuram.png	(from https://inclusiveminds.in/wise_2025.php)
07:54:13	377782/377782	---M--	200	added ('OK')	image/png	etag:%221400553-5c3b6-63c2587f6b01f%22	https://inclusiveminds.in/images/wise/2025/Yukti%20Kapil.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Yukti%20Kapil.png	(from https://inclusiveminds.in/wise_2025.php)
07:54:21	325241/325241	---M--	200	added ('OK')	image/png	etag:%221400552-4f679-63c2587f4c7d3%22	https://inclusiveminds.in/images/wise/2025/Vidhi%20Sharma.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Vidhi%20Sharma.png	(from https://inclusiveminds.in/wise_2025.php)
07:54:41	360820/360820	---M--	200	added ('OK')	image/png	etag:%221400548-58174-63c2587d06327%22	https://inclusiveminds.in/images/wise/2025/Pranjal%20Chauhan.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Pranjal%20Chauhan.png	(from https://inclusiveminds.in/wise_2025.php)
07:54:42	265398/265398	---M--	200	added ('OK')	image/png	etag:%22140054f-40cb6-63c2587e7d353%22	https://inclusiveminds.in/images/wise/2025/Sandra%20Maria%20Varghese.png	E:/downloads/inclusiveminds/inclusiveminds.in/images/wise/2025/Sandra%20Maria%20Varghese.png	(from https://inclusiveminds.in/wise_2025.php)
